2013,52.86450884526403,54.34145478525181,3.948329495711878,66.74272490018005,62.42612235413001
2014,64.84040866639413,68.21202707635673,5.032084797920839,79.47926338681627,73.20786887041226
2015,72.33543075827956,74.15230795665853,5.273508013572122,82.31861765391702,74.9158580347458
2016,78.6306671820858,79.41870037155122,5.865457524709083,102.03664087442057,87.11972432644501
2017,88.4016795971942,87.51626286535443,6.896241460372018,116.19686293985552,103.78326929857914
2018,96.44632422019215,104.48923093333342,7.817680463606491,110.0988165660011,118.16110459305112
2019,102.43664375115429,109.78528678157821,10.722311134187446,167.93746181700593,117.75314940057633
Região,Sudeste,Sul,Centro,Norte,Nordeste
