Porte,1000000,5000000,10000000,15000000,20000000
2013,0.29,0.78,0.75,0.87,0.97
2014,0.3,0.78,0.76,0.86,0.97
2015,0.29,0.78,0.76,0.87,0.97
2016,0.29,0.77,0.75,0.87,0.97
2017,0.3,0.78,0.76,0.87,0.97
2018,0.3,0.78,0.76,0.87,0.97
2019,0.31,0.78,0.76,0.87,0.97
