Estado,Acre,Amapá,Amazonas,Roraima,Rondônia,Pará,Tocantins
2013,3072.95,2952.18,8071.81,2139.8,4190.27,11270.0,4541.93
2014,3389.87,3256.66,8579.05,2380.08,4659.89,12647.3,4993.84
2015,3591.17,3216.91,8469.46,2506.62,4931.31,13497.1,5379.79
2016,4067.7,3237.6,8643.58,2886.54,5381.8,14526.0,6080.25
2017,4059.16,3680.16,9308.13,2779.33,5372.58,14485.2,6172.73
2018,4522.4,4107.79,10501.6,2977.26,5913.11,15546.3,6679.64
2019,4870.55,4380.67,11508.0,3591.3,6484.92,17168.5,7233.25
