Estado,Goiás,Mato Grosso,Mato Grosso do Sul
2013,171.36611525156053,375.4070860214118,266.7230916709115
2014,183.96159615954858,336.45269075317407,355.2234651537846
2015,163.5030398454573,370.92325711087113,241.35389603360898
2016,106.22529576889491,302.4477089876926,260.2419883100338
2017,234.017818415027,240.7107783930529,214.00645753276928
2018,165.33578607065047,335.0526697067605,239.7199035692928
2019,418.684,313.564,215.298
