Porte,1000000,5000000,10000000,15000000,20000000
2013,440.0445,3475.826,3188.681,3396.482,6360.044
2014,901.7075,7264.642000000001,7100.175,6943.472,13215.364
2015,1363.5136,11037.391,11023.308,10496.020999999999,20300.567000000003
2016,1890.4465999999998,15127.751999999999,14853.266200000002,13987.903999999997,27343.685
2017,2484.1675999999998,19550.158999999996,19053.2822,17705.960999999996,34757.655
2018,3039.0505999999996,24309.07599999999,23282.468200000003,21840.476999999995,42194.755
2019,3673.9695999999994,28799.473999999987,28919.034200000006,26097.315999999995,49405.634999999995
