Estado,Acre,Amapá,Amazonas,Roraima,Rondônia,Pará,Tocantins
2013,838.4379932350225,775.8571950167917,1375.0039899901055,833.5782811573024,1126.5632152342437,732.4463282355757,921.0530985562659
2014,1021.3050730275912,940.868792255345,1553.5721061700824,1055.0014473220597,1388.9438466189215,896.0941579188597,1113.5050112434437
2015,1187.9587360797104,876.3068063775868,1612.7401406679485,1201.2963789887428,1589.7676349362496,1053.780674187184,1339.0627019958918
2016,1393.8965966085573,917.0324256656423,1729.4767040582394,1508.9009192943524,1826.7900621541266,1231.1014340173156,1729.2939641387175
2017,1707.7326605158112,1228.1626854168828,2087.2215500861853,1682.2505194960013,2039.4297059618837,1333.916836394007,1995.2301812416933
2018,2010.2254100511345,1492.2130042347544,2437.6816586324308,1687.3880892959571,2407.977544981552,1444.2590527737439,2270.160468101032
2019,2111.75,1562.27,2729.51,2368.62,2730.34,1660.14,2519.61
