2013,0.048926403852806825,0.09795889882774948,0.025305655919710245,0.4779593442854565,0.42028540519920826
2014,0.05136175007484766,0.09795080475270217,0.026761651374054528,0.47447683583880296,0.4227851109039136
2015,0.05082505390595707,0.09578124516223202,0.027097172845057343,0.4741087065028289,0.41423346953333623
2016,0.053304393426847514,0.09395996480900194,0.029796488780737,0.4952722312663433,0.4239212278856258
2017,0.04722093175700152,0.08736651315260237,0.026521275774473274,0.47152175804544927,0.4008641223498011
2018,0.050582194454263416,0.0876525227806178,0.027218149906629605,0.46414909220448136,0.39534623120270446
2019,0.047285888974078996,0.08373154410417104,0.027603554970759503,0.4598843641394503,0.39628569047286594
Região,Sudeste,Sul,Centro,Norte,Nordeste
