Estado,Rio Grande do Sul,Paraná,Santa Catarina
2013,124.68016423809334,142.67234126456,129.02202640246637
2014,121.54962917397191,140.32326322942714,167.8617393838878
2015,102.5070328636643,135.48846766441903,154.45475741481337
2016,86.55580040409671,126.71943853637472,99.26566700618527
2017,76.44657089392904,132.87320705775022,87.15316339680793
2018,77.762663688558,158.15377813372325,96.07870591740608
2019,85.3,143.58,94.75
