Estado,Bahia,Ceará,Piauí,Maranhão,Rio Grande do Norte,Paraíba,Pernambuco,Sergipe,Alagoas
2013,0.9,0.79,0.59,0.58,0.73,0.67,0.9,0.58,0.61
2014,0.89,0.79,0.6,0.58,0.7,0.68,0.9,0.58,0.61
2015,0.9,0.79,0.61,0.59,0.76,0.68,0.89,0.58,0.62
2016,0.88,0.78,0.59,0.59,0.72,0.66,0.89,0.56,0.63
2017,0.91,0.82,0.64,0.62,0.75,0.7,0.91,0.59,0.65
2018,0.92,0.81,0.66,0.63,0.75,0.7,0.91,0.6,0.66
2019,0.92,0.82,0.64,0.63,0.73,0.7,0.92,0.58,0.65
