Estado,Goiás,Mato Grosso,Mato Grosso do Sul
2013,3300.814810313867,3644.665304597452,4310.98496473647
2014,3267.6275031190826,3674.499194422993,4274.983816987315
2015,3194.771961629265,3759.425127961965,4006.9954612300603
2016,2913.501337818726,3601.5349121408285,3702.1336212137785
2017,2820.6030311237955,3573.5690666340674,3714.405234882648
2018,2786.240915071075,3795.0881054706897,3887.8007321582904
2019,2990.89,3947.58,3914.16
