Estado,Rio Grande do Sul,Paraná,Santa Catarina
2013,4188.881805020396,3868.708515920946,4195.7225806606675
2014,4140.437056544181,3887.486287256246,4252.549824730643
2015,4003.9959582239553,3938.006892089642,4005.6987328562423
2016,3877.060917250842,3641.549157627693,3701.7773772131777
2017,3799.5864132739207,3725.6369755663486,3703.720076999394
2018,4030.911045092143,3701.5339589756372,3886.0657468762615
2019,3993.52,3675.88,4079.53
