Estado,Acre,Amapá,Amazonas,Roraima,Rondônia,Pará,Tocantins
2013,0.33,0.3,1.01,0.3,0.73,0.81,0.47
2014,0.34,0.31,1.0,0.31,0.75,0.82,0.48
2015,0.35,0.27,0.98,0.32,0.75,0.84,0.49
2016,0.32,0.25,0.92,0.31,0.7,0.81,0.5
2017,0.37,0.29,0.98,0.34,0.73,0.83,0.54
2018,0.4,0.31,0.98,0.34,0.74,0.82,0.55
2019,0.38,0.3,0.98,0.4,0.75,0.83,0.55
