Estado,Goiás,Mato Grosso,Mato Grosso do Sul
2013,3116.7385963955194,2532.4457711028585,1516.134536813236
2014,3137.1271542811996,2544.277810152227,1533.3612260023435
2015,3014.5529142013124,2446.9526379281174,1476.0698373974008
2016,2998.712604414102,2389.7307229995645,1506.0732253796737
2017,2701.705196061795,2177.478703883799,1343.1361349657595
2018,2820.7224489097293,2252.7173571469325,1374.2537912351472
2019,2881.3,2300.63,1438.94
