Estado,Goiás,Mato Grosso,Mato Grosso do Sul
2013,10.916744522414936,48.3666205996026,42.264768675930206
2014,13.791874244228268,51.0411248653032,66.32968323136963
2015,14.414121243419066,66.20723486384011,53.060456907713196
2016,12.008623282869026,69.28453520159651,73.46144764781182
2017,30.054183897769285,62.655648827544475,68.67395016689908
2018,22.12889088897296,90.19039044353052,80.82483549139016
2019,59.66,89.99,77.47
