Estado,Bahia,Ceará,Piauí,Maranhão,Rio Grande do Norte,Paraíba,Pernambuco,Sergipe,Alagoas
2013,1522.52,409.747,229.009,355.435,243.568,122.014,1401.85,231.543,212.117
2014,1541.87,468.287,249.813,350.615,287.352,154.889,1817.22,262.376,230.821
2015,1552.65,479.121,250.439,341.061,279.909,162.781,1868.53,211.98,232.362
2016,1429.97,601.556,353.401,404.477,281.554,170.407,1797.56,234.216,244.91
2017,1529.44,638.717,373.159,425.366,601.904,137.998,1960.95,249.826,249.566
2018,1734.59,686.672,412.103,416.754,405.033,212.845,2023.98,406.673,464.546
2019,1807.44,793.864,435.445,402.15,312.098,177.958,2037.68,348.421,265.368
