IDH,Médio,Alto,Muito Alto
2013,56382.43074797141,977.0979361830122,0.0
2014,66866.07663662372,1230.7793041958112,0.0
2015,78172.00143581987,1279.3013583215743,0.0
2016,95079.54531965124,1493.3123339690396,0.0
2017,108546.7640976815,1858.9394491896765,0.0
2018,122865.12721921872,2210.6752372642104,0.0
2019,138280.96,2756.08,0.0
