Estado,Acre,Amapá,Amazonas,Roraima,Rondônia,Pará,Tocantins
2013,240.241,127.428,458.026,72.3755,159.881,368.067,268.536
2014,268.644,117.732,504.348,75.287,187.73,360.713,306.136
2015,248.861,135.023,537.774,77.9221,203.221,355.267,264.692
2016,254.111,159.734,566.082,113.088,240.073,387.382,291.657
2017,224.546,238.981,531.542,130.194,246.957,432.243,349.012
2018,241.397,175.375,475.171,138.111,262.51,459.771,309.21
2019,257.225,197.044,445.316,180.65,290.465,1334.1,321.041
