IDH,Médio,Alto,Muito Alto
2013,55.67859845567172,104.5958583684284,0.0
2014,67.74943499180489,108.18088783454508,0.0
2015,73.33031490627125,127.77263407301987,0.0
2016,86.12271350040199,183.1141012618934,0.0
2017,100.4356521190899,260.88636503620904,0.0
2018,111.4048643536203,214.59922678105792,0.0
2019,124.62,260.21,0
