Estado,Bahia,Ceará,Piauí,Maranhão,Rio Grande do Norte,Paraíba,Pernambuco,Sergipe,Alagoas
2013,860.040982102253,913.6963012212191,1046.2723200371274,821.6947164455122,1227.8360293756145,1073.3688964704766,1013.6053226451268,1464.5789201183077,1013.7141699512155
2014,1018.8292497606253,1078.689620783115,1257.2286500461269,969.2428459109404,1255.9627630084974,1295.4570398123294,1195.493926945821,1715.766505560497,1196.5709800054617
2015,1213.7560431144102,1234.9115144944496,1464.6900139982545,1117.239453729186,1570.719312636286,1462.010270059462,1344.7886505830552,1956.6635166073245,1387.0003435676228
2016,1463.2768527203796,1579.1165578954178,1853.7746569368633,1460.9186375684537,1988.6019099403218,1825.7284302407134,1664.7345611419018,2403.343210146714,1841.2439195982172
2017,1625.8837623005884,1687.8955928453183,2034.1578606026044,1533.9390469548516,2167.493560043499,1968.1618212642243,1828.6958520869632,2545.592175350984,1960.296041374184
2018,1908.994637767825,1847.9212090203116,2328.7409074008538,1695.338704291299,2387.6871134922285,2202.0989685464747,2047.5432482314511,2815.2781182598865,2223.0824318513733
2019,2097.95,2125.77,2562.72,1914.48,2654.69,2429.54,2317.22,3167.88,2484.93
