IDH,Médio,Alto,Muito Alto
2013,0.26891687386593977,0.49301426875422294,0.0
2014,0.29374174353833027,0.5315326787836453,0.0
2015,0.32065312088114445,0.5954986530649826,0.0
2016,0.37418173997345516,0.6526425697211427,0.0
2017,0.3825586897884323,0.7091331810712405,0.0
2018,0.3850176753192338,0.7219081412235634,0.0
2019,0.4,0.73,0
