Estado,Acre,Amapá,Amazonas,Roraima,Rondônia,Pará,Tocantins
2013,2533.9844940906173,2571.735300955226,1357.223462401398,2807.101593415034,1552.431501697226,905.4239059584859,1967.370238072371
2014,3000.66283030752,3033.1912314788715,1548.9072075286522,3349.711947843496,1863.882282814182,1095.544801781386,2333.2676012863603
2015,3412.161474473653,3203.4010235837954,1641.8355940888544,3784.5313629940565,2129.197799435729,1260.4721489875465,2710.83202232166
2016,4334.181901716249,3601.360016829632,1879.601898895961,4884.672856424639,2620.290302222951,1527.95808233021,3451.6090037318836
2017,4565.3247741386385,4304.569038898943,2137.290084949715,4961.982151250737,2776.0697898988874,1615.4333785795386,3715.400664525504
2018,5007.693892272083,4766.672827522242,2477.1459703526525,4970.347177766117,3238.3162890168946,1757.682691367366,4134.088786972741
2019,5522.57,5179.74,2776.63,5928.58,3648.9,1995.67,4598.77
