IDH,Médio,Alto,Muito Alto
2013,0.4866114860431291,0.1920834813328141,0.0
2014,0.5315326787836453,0.21680938213543424,0.0
2015,0.5878640549487649,0.22140334537031403,0.0
2016,0.6439406687915274,0.24365322602922662,0.0
2017,0.7277945805731152,0.2892516922790586,0.0
2018,0.7604099087554869,0.30801414025538704,0.0
2019,0.78,0.35,0
