Estado,Bahia,Ceará,Piauí,Maranhão,Rio Grande do Norte,Paraíba,Pernambuco,Sergipe,Alagoas
2013,0.99,0.84,0.99,0.6,0.94,0.76,0.83,1.0,0.85
2014,0.99,0.9,1.0,0.61,0.96,1.0,0.92,0.99,0.83
2015,0.98,0.92,0.99,0.98,1.0,0.96,1.0,0.99,0.75
2016,0.97,0.9,0.95,1.0,1.0,1.0,0.99,1.0,0.89
2017,0.99,0.86,0.98,0.98,1.0,0.96,1.0,0.89,0.9
2018,1.0,0.85,1.0,0.99,0.86,0.98,1.0,1.0,1.0
2019,1.0,0.87,1.0,0.99,0.99,0.97,1.0,1.0,0.99
