Estado,Acre,Amapá,Amazonas,Roraima,Rondônia,Pará,Tocantins
2013,0.98,0.95,0.98,1.0,0.97,0.99,0.86
2014,0.84,0.94,0.97,1.0,0.97,0.86,1.0
2015,0.93,0.99,0.96,1.0,0.96,0.99,0.97
2016,0.96,0.92,0.97,1.0,0.95,0.98,1.0
2017,0.98,1.0,0.97,1.0,0.98,0.89,1.0
2018,0.99,1.0,0.98,1.0,1.0,0.99,1.0
2019,0.99,1.0,0.88,0.98,0.99,1.0,1.0
