IDH,Médio,Alto,Muito Alto
2013,3984.1661170047596,127.9298395416031,0.0
2014,4889.271174076593,134.99461332386898,0.0
2015,5335.551885570878,162.57502593177952,0.0
2016,6315.279292294871,237.4070015419488,0.0
2017,7419.050245784678,344.46610805523056,0.0
2018,8192.459035373013,301.7441274128133,0.0
2019,9228.571,377.694,0.0
