IDH,Médio,Alto,Muito Alto
2013,787.9584543407591,798.8880044285961,0.0
2014,926.5174099281867,986.3218301423834,0.0
2015,1074.3788199047394,1005.4689373077582,0.0
2016,1296.6441518191775,1151.7836070438725,0.0
2017,1469.4265888768705,1407.9092854189405,0.0
2018,1670.793827489698,1572.2485534917403,0.0
2019,1867.37,1898.79,0
